roi;file;img;url;group;final_mask;to_timeseries;obs;date;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20190311T155221_R111_T17MNQ_20201007T053109.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20190311T155221_R111_T17MNQ_20201007T053109.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20190311T155221_R111_T17MNQ_20201007T053109;Lenght Box;0;0;-;11/03/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20190318T153621_R068_T17MNQ_20201007T075146.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20190318T153621_R068_T17MNQ_20201007T075146.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20190318T153621_R068_T17MNQ_20201007T075146;Lenght Box;0;0;-;18/03/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20190917T155221_R111_T17MNQ_20201004T140929.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20190917T155221_R111_T17MNQ_20201004T140929.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20190917T155221_R111_T17MNQ_20201004T140929;Lenght Box;0;0;-;17/09/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20190919T153619_R068_T17MNQ_20201004T150641.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20190919T153619_R068_T17MNQ_20201004T150641.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20190919T153619_R068_T17MNQ_20201004T150641;Lenght Box;0;0;quema en vivo;19/09/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20190922T155219_R111_T17MNQ_20201004T161456.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20190922T155219_R111_T17MNQ_20201004T161456.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20190922T155219_R111_T17MNQ_20201004T161456;Lenght Box;0;0;-;22/09/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20190927T155221_R111_T17MNQ_20201004T174032.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20190927T155221_R111_T17MNQ_20201004T174032.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20190927T155221_R111_T17MNQ_20201004T174032;Lenght Box;0;0;-;27/09/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20191029T153619_R068_T17MNQ_20201004T072915.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20191029T153619_R068_T17MNQ_20201004T072915.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20191029T153619_R068_T17MNQ_20201004T072915;Lenght Box;0;0;-;29/10/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20191103T153621_R068_T17MNQ_20201003T123811.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20191103T153621_R068_T17MNQ_20201003T123811.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20191103T153621_R068_T17MNQ_20201003T123811;Lenght Box;0;0;-;3/11/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20191203T153621_R068_T17MNQ_20201003T000919.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20191203T153621_R068_T17MNQ_20201003T000919.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20191203T153621_R068_T17MNQ_20201003T000919;Lenght Box;0;0;-;3/12/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20191216T155221_R111_T17MNQ_20201003T054034.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20191216T155221_R111_T17MNQ_20201003T054034.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20191216T155221_R111_T17MNQ_20201003T054034;Lenght Box;0;0;-;16/12/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20191221T155219_R111_T17MNQ_20201003T075954.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20191221T155219_R111_T17MNQ_20201003T075954.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20191221T155219_R111_T17MNQ_20201003T075954;Lenght Box;0;0;quema en vivo;21/12/2019;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20200105T155221_R111_T17MNQ_20201002T231218.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20200105T155221_R111_T17MNQ_20201002T231218.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20200105T155221_R111_T17MNQ_20201002T231218;Lenght Box;0;0;-;5/01/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20200310T155219_R111_T17MNQ_20201005T034802.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20200310T155219_R111_T17MNQ_20201005T034802.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20200310T155219_R111_T17MNQ_20201005T034802;Lenght Box;0;0;-;10/03/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20200419T155219_R111_T17MNQ_20200924T054339.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20200419T155219_R111_T17MNQ_20200924T054339.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20200419T155219_R111_T17MNQ_20200924T054339;Lenght Box;0;0;-;19/04/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20200506T153619_R068_T17MNQ_20200920T193444.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20200506T153619_R068_T17MNQ_20200920T193444.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20200506T153619_R068_T17MNQ_20200920T193444;Lenght Box;0;0;-;6/05/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20200913T153619_R068_T17MNQ_20200918T154836.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20200913T153619_R068_T17MNQ_20200918T154836.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20200913T153619_R068_T17MNQ_20200918T154836;Lenght Box;0;0;-;13/09/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20200921T155231_R111_T17MNQ_20200924T101630.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20200921T155231_R111_T17MNQ_20200924T101630.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20200921T155231_R111_T17MNQ_20200924T101630;Lenght Box;0;0;-;21/09/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20201016T155229_R111_T17MNQ_20201027T133838.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20201016T155229_R111_T17MNQ_20201027T133838.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20201016T155229_R111_T17MNQ_20201027T133838;Lenght Box;1;1;quema en vivo;16/10/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20201018T153621_R068_T17MNQ_20201019T183428.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20201018T153621_R068_T17MNQ_20201019T183428.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20201018T153621_R068_T17MNQ_20201019T183428;Lenght Box;0;0;-;18/10/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20201031T155231_R111_T17MNQ_20201102T060657.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20201031T155231_R111_T17MNQ_20201102T060657.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20201031T155231_R111_T17MNQ_20201102T060657;Lenght Box;0;0;-;31/10/2020;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20210327T153621_R068_T17MNQ_20210328T043242.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20210327T153621_R068_T17MNQ_20210328T043242.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20210327T153621_R068_T17MNQ_20210328T043242;Lenght Box;0;0;-;27/03/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20210511T153619_R068_T17MNQ_20210513T112952.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20210511T153619_R068_T17MNQ_20210513T112952.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20210511T153619_R068_T17MNQ_20210513T112952;Lenght Box;1;1;-;11/05/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20210514T155219_R111_T17MNQ_20210516T045903.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20210514T155219_R111_T17MNQ_20210516T045903.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20210514T155219_R111_T17MNQ_20210516T045903;Lenght Box;0;0;-;14/05/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20211003T153621_R068_T17MNQ_20211004T005250.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20211003T153621_R068_T17MNQ_20211004T005250.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20211003T153621_R068_T17MNQ_20211004T005250;Lenght Box;0;0;probar;3/10/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2A_MSIL2A_20211006T155231_R111_T17MNQ_20211007T033229.tif;D:\length_box\ROI_0030_04\S2A_MSIL2A_20211006T155231_R111_T17MNQ_20211007T033229.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2A_MSIL2A_20211006T155231_R111_T17MNQ_20211007T033229;Lenght Box;0;0;-;6/10/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20211008T153619_R068_T17MNQ_20211009T043937.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20211008T153619_R068_T17MNQ_20211009T043937.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20211008T153619_R068_T17MNQ_20211009T043937;Lenght Box;0;0;-;8/10/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20211110T155219_R111_T17MNQ_20211111T031803.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20211110T155219_R111_T17MNQ_20211111T031803.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20211110T155219_R111_T17MNQ_20211111T031803;Lenght Box;0;0;-;10/11/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20211117T153619_R068_T17MNQ_20211118T073811.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20211117T153619_R068_T17MNQ_20211118T073811.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20211117T153619_R068_T17MNQ_20211118T073811;Lenght Box;0;0;-;17/11/2021;;
ROI_0030_04;D:\scburning\ROI_0030_04\S2B_MSIL2A_20211120T155219_R111_T17MNQ_20211121T045231.tif;D:\length_box\ROI_0030_04\S2B_MSIL2A_20211120T155219_R111_T17MNQ_20211121T045231.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0030_04__S2B_MSIL2A_20211120T155219_R111_T17MNQ_20211121T045231;Lenght Box;0;0;-;20/11/2021;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2A_MSIL2A_20171216T155221_R111_T17MNQ_20201014T142702.tif;D:\length_box\ROI_0040_02\S2A_MSIL2A_20171216T155221_R111_T17MNQ_20201014T142702.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2A_MSIL2A_20171216T155221_R111_T17MNQ_20201014T142702;Lenght Box;1;1;-;16/12/2017;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2A_MSIL2A_20181022T155221_R111_T17MNQ_20201009T140950.tif;D:\length_box\ROI_0040_02\S2A_MSIL2A_20181022T155221_R111_T17MNQ_20201009T140950.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2A_MSIL2A_20181022T155221_R111_T17MNQ_20201009T140950;Lenght Box;0;0;-;22/10/2018;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2B_MSIL2A_20190405T155229_R111_T17MNQ_20201006T223941.tif;D:\length_box\ROI_0040_02\S2B_MSIL2A_20190405T155229_R111_T17MNQ_20201006T223941.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2B_MSIL2A_20190405T155229_R111_T17MNQ_20201006T223941;Lenght Box;0;0;-;5/04/2019;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2B_MSIL2A_20200219T155219_R111_T17MNQ_20200930T020659.tif;D:\length_box\ROI_0040_02\S2B_MSIL2A_20200219T155219_R111_T17MNQ_20200930T020659.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2B_MSIL2A_20200219T155219_R111_T17MNQ_20200930T020659;Lenght Box;1;1;-;19/02/2020;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2A_MSIL2A_20210106T153621_R068_T17MNQ_20210113T101443.tif;D:\length_box\ROI_0040_02\S2A_MSIL2A_20210106T153621_R068_T17MNQ_20210113T101443.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2A_MSIL2A_20210106T153621_R068_T17MNQ_20210113T101443;Lenght Box;0;0;-;6/01/2021;;
ROI_0040_02;D:\scburning\ROI_0040_02\S2A_MSIL2A_20210419T155221_R111_T17MNQ_20210420T090213.tif;D:\length_box\ROI_0040_02\S2A_MSIL2A_20210419T155221_R111_T17MNQ_20210420T090213.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0040_02__S2A_MSIL2A_20210419T155221_R111_T17MNQ_20210420T090213;Lenght Box;0;0;quema en vivo;19/04/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917;Lenght Box;0;0;-;18/12/2017;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113;Lenght Box;0;0;-;1/02/2018;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636;Lenght Box;0;0;-;20/08/2018;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190112T153619_R068_T17MPN_20201008T010258.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190112T153619_R068_T17MPN_20201008T010258.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190112T153619_R068_T17MPN_20201008T010258;Lenght Box;0;0;quema en vivo;12/01/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190313T153619_R068_T17MPN_20201007T062346.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190313T153619_R068_T17MPN_20201007T062346.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190313T153619_R068_T17MPN_20201007T062346;Lenght Box;0;0;quema en vivo;13/03/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151;Lenght Box;0;0;-;18/03/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151;Lenght Box;1;1;-;22/05/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821;Lenght Box;0;0;-;27/05/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190601T153629_R068_T17MPN_20201005T205712.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190601T153629_R068_T17MPN_20201005T205712.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190601T153629_R068_T17MPN_20201005T205712;Lenght Box;0;0;-;1/06/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736;Lenght Box;0;0;-;6/06/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20190626T153621_R068_T17MPN_20201006T063531.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20190626T153621_R068_T17MPN_20201006T063531.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20190626T153621_R068_T17MPN_20201006T063531;Lenght Box;0;0;-;26/06/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133;Lenght Box;0;0;-;11/07/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20190929T153619_R068_T17MPN_20201004T183540.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20190929T153619_R068_T17MPN_20201004T183540.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20190929T153619_R068_T17MPN_20201004T183540;Lenght Box;0;0;-;29/09/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20191014T153621_R068_T17MPN_20201004T021137.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20191014T153621_R068_T17MPN_20201004T021137.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20191014T153621_R068_T17MPN_20201004T021137;Lenght Box;0;0;-;14/10/2019;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20200506T153619_R068_T17MPN_20200920T193450.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20200506T153619_R068_T17MPN_20200920T193450.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20200506T153619_R068_T17MPN_20200920T193450;Lenght Box;0;0;-;6/05/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929;Lenght Box;1;1;quema en vivo;11/05/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928;Lenght Box;0;0;-;21/05/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826;Lenght Box;0;0;-;31/05/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20200605T153619_R068_T17MPN_20200826T072451.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20200605T153619_R068_T17MPN_20200826T072451.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20200605T153619_R068_T17MPN_20200826T072451;Lenght Box;0;0;-;5/06/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20200720T153621_R068_T17MPN_20200816T203439;Lenght Box;0;0;-;20/07/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20200730T153631_R068_T17MPN_20200818T034648.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20200730T153631_R068_T17MPN_20200818T034648.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20200730T153631_R068_T17MPN_20200818T034648;Lenght Box;0;0;-;30/07/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911;Lenght Box;0;0;-;14/08/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20200824T153619_R068_T17MPN_20200827T151723.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20200824T153619_R068_T17MPN_20200827T151723.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20200824T153619_R068_T17MPN_20200827T151723;Lenght Box;0;0;-;24/08/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20201212T153619_R068_T17MPN_20201213T123352.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20201212T153619_R068_T17MPN_20201213T123352.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20201212T153619_R068_T17MPN_20201213T123352;Lenght Box;0;0;quema en vivo;12/12/2020;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20210307T153621_R068_T17MPN_20210308T022422.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20210307T153621_R068_T17MPN_20210308T022422.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20210307T153621_R068_T17MPN_20210308T022422;Lenght Box;0;0;-;7/03/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20210317T153621_R068_T17MPN_20210318T072216.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20210317T153621_R068_T17MPN_20210318T072216.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20210317T153621_R068_T17MPN_20210318T072216;Lenght Box;0;0;-;17/03/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248;Lenght Box;1;1;-;22/03/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202;Lenght Box;0;0;-;21/04/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20210426T153621_R068_T17MPN_20210427T055715.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20210426T153621_R068_T17MPN_20210427T055715.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20210426T153621_R068_T17MPN_20210427T055715;Lenght Box;0;0;-;26/04/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417;Lenght Box;0;0;-;14/08/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20210824T153621_R068_T17MPN_20210825T043534.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20210824T153621_R068_T17MPN_20210825T043534.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20210824T153621_R068_T17MPN_20210825T043534;Lenght Box;0;0;-;24/08/2021;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2B_MSIL2A_20220106T153619_R068_T17MPN_20220107T093454.tif;D:\length_box\ROI_0056_04\S2B_MSIL2A_20220106T153619_R068_T17MPN_20220107T093454.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2B_MSIL2A_20220106T153619_R068_T17MPN_20220107T093454;Lenght Box;0;0;-;6/01/2022;;
ROI_0056_04;D:\scburning\ROI_0056_04\S2A_MSIL2A_20220521T153631_R068_T17MPN_20220522T204323.tif;D:\length_box\ROI_0056_04\S2A_MSIL2A_20220521T153631_R068_T17MPN_20220522T204323.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0056_04__S2A_MSIL2A_20220521T153631_R068_T17MPN_20220522T204323;Lenght Box;0;0;-;21/05/2022;;
