1;good label?;;;;;
D:\dataset\v6\input\ROI_0040_01_01__S2A_MSIL2A_20180522T153621_R068_T17MNQ_20201012T125609.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_01_02__S2A_MSIL2A_20180522T153621_R068_T17MNQ_20201012T125609.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_01_03__S2A_MSIL2A_20180522T153621_R068_T17MNQ_20201012T125609.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_01_04__S2A_MSIL2A_20180522T153621_R068_T17MNQ_20201012T125609.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_02_01__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_02_02__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_02_03__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_02_04__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_02__S2A_MSIL2A_20171216T155221_R111_T17MNQ_20201014T142702.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_02__S2B_MSIL2A_20200219T155219_R111_T17MNQ_20200930T020659.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_03_01__S2B_MSIL2A_20180828T155209_R111_T17MNQ_20201110T120001.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_03_02__S2B_MSIL2A_20180828T155209_R111_T17MNQ_20201110T120001.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_03_03__S2B_MSIL2A_20180828T155209_R111_T17MNQ_20201110T120001.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_03_04__S2B_MSIL2A_20180828T155209_R111_T17MNQ_20201110T120001.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_04_01__S2A_MSIL2A_20181231T155221_R111_T17MNQ_20201008T143031.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_04_02__S2A_MSIL2A_20181231T155221_R111_T17MNQ_20201008T143031.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_04_03__S2A_MSIL2A_20181231T155221_R111_T17MNQ_20201008T143031.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_05_01__S2B_MSIL2A_20190604T155229_R111_T17MNQ_20201005T221024.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_05_02__S2B_MSIL2A_20190604T155229_R111_T17MNQ_20201005T221024.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_06_01__S2B_MSIL2A_20200728T155229_R111_T17MNQ_20200817T225204.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_06_03__S2B_MSIL2A_20200728T155229_R111_T17MNQ_20200817T225204.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_06_04__S2B_MSIL2A_20200728T155229_R111_T17MNQ_20200817T225204.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_07_04__S2A_MSIL2A_20200928T153621_R068_T17MNQ_20200930T183526.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_10_02__S2A_MSIL2A_20210913T153621_R068_T17MNQ_20210914T083100.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_12_02__S2A_MSIL2A_20211003T153621_R068_T17MNQ_20211004T005250.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_12_03__S2A_MSIL2A_20211003T153621_R068_T17MNQ_20211004T005250.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_14_01__S2A_MSIL2A_20211225T155221_R111_T17MNQ_20230128T134900.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_14_02__S2A_MSIL2A_20211225T155221_R111_T17MNQ_20230128T134900.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_14_03__S2A_MSIL2A_20211225T155221_R111_T17MNQ_20230128T134900.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_14_04__S2A_MSIL2A_20211225T155221_R111_T17MNQ_20230128T134900.tif;0;;;;;
D:\dataset\v6\input\ROI_0040_16_01__S2B_MSIL2A_20220416T153619_R068_T17MNQ_20220417T045739.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_16_02__S2B_MSIL2A_20220416T153619_R068_T17MNQ_20220417T045739.tif;1;;;;;
D:\dataset\v6\input\ROI_0040_16_04__S2B_MSIL2A_20220416T153619_R068_T17MNQ_20220417T045739.tif;0;;;;;
D:\dataset\v6\input\ROI_0041_01_01__S2A_MSIL2A_20180412T153621_R068_T17MNQ_20201012T212254.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_01_03__S2A_MSIL2A_20180412T153621_R068_T17MNQ_20201012T212254.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_02_01__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_02_02__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_02_03__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_02_04__S2B_MSIL2A_20180818T155219_R111_T17MNQ_20201011T034338.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_03_01__S2A_MSIL2A_20200305T155221_R111_T17MNQ_20200928T171715.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_04_01__S2A_MSIL2A_20200524T155231_R111_T17MNQ_20200910T191911.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_04_02__S2A_MSIL2A_20200524T155231_R111_T17MNQ_20200910T191911.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_06_01__S2A_MSIL2A_20200610T153631_R068_T17MNQ_20200826T204402.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_06_02__S2A_MSIL2A_20200610T153631_R068_T17MNQ_20200826T204402.tif;0;;;;;
D:\dataset\v6\input\ROI_0041_06_04__S2A_MSIL2A_20200610T153631_R068_T17MNQ_20200826T204402.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_07_01__S2A_MSIL2A_20200809T153631_R068_T17MNQ_20200815T143554.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_07_02__S2A_MSIL2A_20200809T153631_R068_T17MNQ_20200815T143554.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_07_04__S2A_MSIL2A_20200809T153631_R068_T17MNQ_20200815T143554.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_08_02__S2A_MSIL2A_20210903T153621_R068_T17MNQ_20210904T043113.tif;1;;;;;
D:\dataset\v6\input\ROI_0041_10_02__S2B_MSIL2A_20220330T155219_R111_T17MNQ_20220331T022343.tif;0;;;;;
D:\dataset\v6\input\ROI_0041_10_03__S2B_MSIL2A_20220330T155219_R111_T17MNQ_20220331T022343.tif;0;;;;;
D:\dataset\v6\input\ROI_0041_10_04__S2B_MSIL2A_20220330T155219_R111_T17MNQ_20220331T022343.tif;0;;;;;
D:\dataset\v6\input\ROI_0042_01_01__S2A_MSIL2A_20180704T155221_R111_T17MNQ_20201011T115127.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_01_02__S2A_MSIL2A_20180704T155221_R111_T17MNQ_20201011T115127.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_02_01__S2B_MSIL2A_20180709T155219_R111_T17MNQ_20201011T135646.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_02_02__S2B_MSIL2A_20180709T155219_R111_T17MNQ_20201011T135646.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_03_01__S2A_MSIL2A_20190308T153611_R068_T17MNQ_20201105T101626.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_04_01__S2A_MSIL2A_20191024T153621_R068_T17MNQ_20201004T054357.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_05_02__S2A_MSIL2A_20200211T153611_R068_T17MNQ_20201001T171516.tif;0;;;;;
D:\dataset\v6\input\ROI_0042_06_01__S2B_MSIL2A_20200516T153619_R068_T17MNQ_20200909T224113.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_07_01__S2A_MSIL2A_20200720T153621_R068_T17MNQ_20200816T203433.tif;0;;;;;
D:\dataset\v6\input\ROI_0042_09_01__S2A_MSIL2A_20210208T155221_R111_T17MNQ_20210209T091947.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_10_01__S2B_MSIL2A_20210713T155229_R111_T17MNQ_20210714T082111.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_11_01__S2A_MSIL2A_20210824T153621_R068_T17MNQ_20210825T062457.tif;1;;;;;
D:\dataset\v6\input\ROI_0042_12_01__S2B_MSIL2A_20210918T153619_R068_T17MNQ_20210919T042912.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_01_02__S2A_MSIL2A_20180211T153621_R068_T17MNQ_20201026T024528.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_02_01__S2A_MSIL2A_20180704T155221_R111_T17MNQ_20201011T115127.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_02_02__S2A_MSIL2A_20180704T155221_R111_T17MNQ_20201011T115127.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_04_01__S2A_MSIL2A_20190825T153621_R068_T17MNQ_20201005T044028.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_04_02__S2A_MSIL2A_20190825T153621_R068_T17MNQ_20201005T044028.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_04_03__S2A_MSIL2A_20190825T153621_R068_T17MNQ_20201005T044028.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_05_02__S2A_MSIL2A_20200105T155221_R111_T17MNQ_20201002T231218.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_06_02__S2A_MSIL2A_20200322T153621_R068_T17MNQ_20201014T112222.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_08_01__S2A_MSIL2A_20200730T153631_R068_T17MNQ_20200818T034641.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_10_01__S2A_MSIL2A_20210708T155221_R111_T17MNQ_20210709T114447.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_10_02__S2A_MSIL2A_20210708T155221_R111_T17MNQ_20210709T114447.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_11_01__S2A_MSIL2A_20210913T153621_R068_T17MNQ_20210914T083100.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_11_03__S2A_MSIL2A_20210913T153621_R068_T17MNQ_20210914T083100.tif;1;;;;;
D:\dataset\v6\input\ROI_0043_13_01__S2A_MSIL2A_20210926T155231_R111_T17MNQ_20210927T063425.tif;0;;;;;
D:\dataset\v6\input\ROI_0043_16_01__S2A_MSIL2A_20221001T155231_R111_T17MNQ_20221002T071336.tif;0;;;;;
D:\dataset\v6\input\ROI_0044_01_02__S2B_MSIL2A_20190929T153619_R068_T17MPP_20201004T183537.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_01_03__S2B_MSIL2A_20190929T153619_R068_T17MPP_20201004T183537.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_01_04__S2B_MSIL2A_20190929T153619_R068_T17MPP_20201004T183537.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_02_02__S2A_MSIL2A_20191004T153621_R068_T17MPP_20201003T222811.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_05_02__S2A_MSIL2A_20200411T153621_R068_T17MPP_20200923T020040.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_06_02__S2A_MSIL2A_20200630T153621_R068_T17MPP_20200824T164427.tif;1;;;;;
D:\dataset\v6\input\ROI_0044_06_04__S2A_MSIL2A_20200630T153621_R068_T17MPP_20200824T164427.tif;0;;;;;
D:\dataset\v6\input\ROI_0044_08_02__S2B_MSIL2A_20201102T153619_R068_T17MPP_20201104T005957.tif;0;;;;;
D:\dataset\v6\input\ROI_0044_09_02__S2B_MSIL2A_20210322T153619_R068_T17MPP_20210323T111919.tif;0;;;;;
D:\dataset\v6\input\ROI_0044_11_02__S2B_MSIL2A_20211117T153619_R068_T17MPP_20211118T080116.tif;0;;;;;
D:\dataset\v6\input\ROI_0045_01_01__S2B_MSIL2A_20190201T153619_R068_T17MPN_20201007T131411.tif;1;;;;;
D:\dataset\v6\input\ROI_0045_01_03__S2B_MSIL2A_20190201T153619_R068_T17MPN_20201007T131411.tif;0;;;;;
D:\dataset\v6\input\ROI_0045_02_01__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0045_02_02__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;0;;;;;
D:\dataset\v6\input\ROI_0045_02_03__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0045_03_04__S2B_MSIL2A_20190502T153629_R068_T17MPN_20201006T091847.tif;1;;;;;
D:\dataset\v6\input\ROI_0045_04_01__S2B_MSIL2A_20190512T153629_R068_T17MPN_20201006T132522.tif;0;;;;;
D:\dataset\v6\input\ROI_0046_01_03__S2A_MSIL2A_20180412T153621_R068_T17MPP_20201012T212253.tif;1;;;;;
D:\dataset\v6\input\ROI_0046_07_01__S2B_MSIL2A_20211117T153619_R068_T17MPP_20211118T080116.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_01_01__S2A_MSIL2A_20190216T153621_R068_T17MPN_20201007T172249.tif;0;;;;;
D:\dataset\v6\input\ROI_0047_01_02__S2A_MSIL2A_20190216T153621_R068_T17MPN_20201007T172249.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_01_03__S2A_MSIL2A_20190216T153621_R068_T17MPN_20201007T172249.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_01_04__S2A_MSIL2A_20190216T153621_R068_T17MPN_20201007T172249.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_03_02__S2B_MSIL2A_20190412T153629_R068_T17MPN_20201007T012424.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_03_03__S2B_MSIL2A_20190412T153629_R068_T17MPN_20201007T012424.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_03_04__S2B_MSIL2A_20190412T153629_R068_T17MPN_20201007T012424.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_04_02__S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif;0;;;;;
D:\dataset\v6\input\ROI_0047_04_03__S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif;1;;;;;
D:\dataset\v6\input\ROI_0047_04_04__S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_01_01__S2B_MSIL2A_20190221T153619_R068_T17MPN_20201007T191811.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_01_02__S2B_MSIL2A_20190221T153619_R068_T17MPN_20201007T191811.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_01_04__S2B_MSIL2A_20190221T153619_R068_T17MPN_20201007T191811.tif;0;;;;;
D:\dataset\v6\input\ROI_0056_02_01__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;0;;;;;
D:\dataset\v6\input\ROI_0056_02_04__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_04__S2A_MSIL2A_20200511T153621_R068_T17MPN_20200917T183929.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_04__S2B_MSIL2A_20190522T153629_R068_T17MPN_20201006T171151.tif;1;;;;;
D:\dataset\v6\input\ROI_0056_04__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;1;;;;;
D:\dataset\v6\input\ROI_0057_01_01__S2A_MSIL2A_20181208T153611_R068_T17MPN_20201008T082328.tif;0;;;;;
D:\dataset\v6\input\ROI_0057_01_03__S2A_MSIL2A_20181208T153611_R068_T17MPN_20201008T082328.tif;1;;;;;
D:\dataset\v6\input\ROI_0057_02_01__S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif;1;;;;;
D:\dataset\v6\input\ROI_0057_02_03__S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif;0;;;;;
D:\dataset\v6\input\ROI_0057_03_03__S2A_MSIL2A_20190117T153621_R068_T17MPN_20201008T021733.tif;1;;;;;
D:\dataset\v6\input\ROI_0057_03__S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_02__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_02__S2A_MSIL2A_20201117T153621_R068_T17MPN_20201118T220801.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_02__S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_02__S2B_MSIL2A_20190721T153629_R068_T17MPN_20201005T174325.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_02__S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_08_01__S2B_MSIL2A_20210220T153619_R068_T17MPN_20210221T012505.tif;1;;;;;
D:\dataset\v6\input\ROI_0061_12_02__S2A_MSIL2A_20220730T153631_R068_T17MPN_20220731T172902.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2A_MSIL2A_20180201T153611_R068_T17MPN_20201013T175113.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2A_MSIL2A_20191014T153621_R068_T17MPN_20201004T021137.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2A_MSIL2A_20211212T153621_R068_T17MPN_20230130T185159.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2B_MSIL2A_20171208T153609_R068_T17MPN_20201014T125140.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2B_MSIL2A_20191009T153619_R068_T17MPN_20201004T003111.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_01__S2B_MSIL2A_20220923T153619_R068_T17MPN_20220924T062235.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_02__S2A_MSIL2A_20180221T153621_R068_T17MPN_20201013T234923.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_02__S2A_MSIL2A_20220511T153621_R068_T17MPN_20220512T155804.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_02__S2B_MSIL2A_20190721T153629_R068_T17MPN_20201005T174325.tif;1;;;;;
D:\dataset\v6\input\ROI_0062_05_02__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;0;;;;;
D:\dataset\v6\input\ROI_0062_05_03__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;0;;;;;
D:\dataset\v6\input\ROI_0064_12_01__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;1;;;;;
D:\dataset\v6\input\ROI_0064_12_02__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;0;;;;;
D:\dataset\v6\input\ROI_0064_12_03__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;0;;;;;
D:\dataset\v6\input\ROI_0064_12_04__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;0;;;;;
D:\dataset\v6\input\ROI_0065_01__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_01__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_01__S2A_MSIL2A_20220111T153621_R068_T17MPN_20220112T175106.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_03__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_03__S2A_MSIL2A_20220730T153631_R068_T17MPN_20220731T172902.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_04_01__S2A_MSIL2A_20191223T153611_R068_T17MPN_20201003T083758.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_04_04__S2A_MSIL2A_20191223T153611_R068_T17MPN_20201003T083758.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_07_02__S2B_MSIL2A_20200923T153619_R068_T17MPN_20200926T094926.tif;0;;;;;
D:\dataset\v6\input\ROI_0065_08_01__S2A_MSIL2A_20200928T153621_R068_T17MPN_20200930T183601.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_08_03__S2A_MSIL2A_20200928T153621_R068_T17MPN_20200930T183601.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_14_03__S2A_MSIL2A_20220312T153621_R068_T17MPN_20220313T052716.tif;1;;;;;
D:\dataset\v6\input\ROI_0065_14_04__S2A_MSIL2A_20220312T153621_R068_T17MPN_20220313T052716.tif;1;;;;;
D:\dataset\v6\input\ROI_0066_01_03__S2B_MSIL2A_20181024T153619_R068_T17MPN_20201009T150008.tif;0;;;;;
D:\dataset\v6\input\ROI_0067_02_01__S2B_MSIL2A_20181103T153619_R068_T17MPN_20201008T153241.tif;1;;;;;
D:\dataset\v6\input\ROI_0068_01_02__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0068_01_04__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0068_02_02__S2A_MSIL2A_20181208T153611_R068_T17MPN_20201008T082328.tif;1;;;;;
D:\dataset\v6\input\ROI_0068_02_04__S2A_MSIL2A_20181208T153611_R068_T17MPN_20201008T082328.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_01__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_01__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_01__S2A_MSIL2A_20220521T153631_R068_T17MPN_20220522T204323.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_01__S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_01__S2B_MSIL2A_20220416T153619_R068_T17MPN_20220417T032235.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_02_01__S2A_MSIL2A_20181118T153611_R068_T17MPN_20201008T193732.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_02_02__S2A_MSIL2A_20181118T153611_R068_T17MPN_20201008T193732.tif;0;;;;;
D:\dataset\v6\input\ROI_0069_02_04__S2A_MSIL2A_20181118T153611_R068_T17MPN_20201008T193732.tif;1;;;;;
D:\dataset\v6\input\ROI_0069_02__S2B_MSIL2A_20170929T153609_R068_T17MPN_20210202T114723.tif;0;;;;;
D:\dataset\v6\input\ROI_0069_02__S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339.tif;1;;;;;0+C38+G3822:I392
D:\dataset\v6\input\ROI_0069_02__S2B_MSIL2A_20220923T153619_R068_T17MPN_20220924T062235.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_02_01__S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_02_02__S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_02_03__S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_02_04__S2B_MSIL2A_20200117T153619_R068_T17MPN_20201002T200234.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_03_01__S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.tif;0;;;;;
D:\dataset\v6\input\ROI_0070_03_02__S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.tif;1;;;;;
D:\dataset\v6\input\ROI_0070_03_03__S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.tif;0;;;;;
D:\dataset\v6\input\ROI_0070_03_04__S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_01_01__S2A_MSIL2A_20180721T153621_R068_T17MPN_20201011T181951.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_01_02__S2A_MSIL2A_20180721T153621_R068_T17MPN_20201011T181951.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_01_03__S2A_MSIL2A_20180721T153621_R068_T17MPN_20201011T181951.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_01_04__S2A_MSIL2A_20180721T153621_R068_T17MPN_20201011T181951.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_02_01__S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_02_02__S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_02_03__S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_02_04__S2A_MSIL2A_20190318T153621_R068_T17MPN_20201007T075151.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_03_01__S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_03_02__S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_03_03__S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_03_04__S2A_MSIL2A_20190606T153621_R068_T17MPN_20201005T224736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_04_01__S2A_MSIL2A_20200211T153611_R068_T17MPN_20201001T171520.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_04_02__S2A_MSIL2A_20200211T153611_R068_T17MPN_20201001T171520.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_04_03__S2A_MSIL2A_20200211T153611_R068_T17MPN_20201001T171520.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_04_04__S2A_MSIL2A_20200211T153611_R068_T17MPN_20201001T171520.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_05_01__S2B_MSIL2A_20200226T153619_R068_T17MPN_20200928T150914.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_05_02__S2B_MSIL2A_20200226T153619_R068_T17MPN_20200928T150914.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_05_03__S2B_MSIL2A_20200226T153619_R068_T17MPN_20200928T150914.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_05_04__S2B_MSIL2A_20200226T153619_R068_T17MPN_20200928T150914.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_06_01__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_06_03__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_06_04__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_07_01__S2A_MSIL2A_20200610T153631_R068_T17MPN_20200826T204405.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_07_02__S2A_MSIL2A_20200610T153631_R068_T17MPN_20200826T204405.tif;1;;;;;
